3.033990929,36,0.327006802,1
3.360997732,38,0.312993197,1
3.674988662,40,0.337006802,1
4.011995464,43,0.312993197,1
4.325011337,48,0.331995464,1
4.656326530,47,0.322993197,1
4.980000000,45,0.332993197,1
5.312993197,43,0.312993197,1
5.626009070,36,0.332993197,1
5.959002267,38,0.311995464,1
6.270997732,39,0.332993197,1
6.603990929,43,0.322993197,1
6.927006802,41,0.307006802,1
7.233990929,43,0.338004535,1
7.571995464,45,0.317006802,1
7.889002267,46,0.332993197,1
8.218775510,47,0.303990929,1
8.526009070,45,0.321995464,1
8.848004535,43,0.332993197,1
9.180997732,40,0.322993197,1
9.503990929,38,0.312993197,1
9.816009070,45,0.312993197,1
10.130000000,43,0.331995464,1
10.461995464,38,0.312993197,1
10.775011337,39,0.307006802,1
11.081995464,43,0.332993197,1
11.414988662,48,0.312993197,1
11.728004535,45,0.329002267,1
12.055510204,45,0.307006802,1
12.362448979,53,0.331995464,1
12.695510204,51,0.312993197,1
13.009002267,46,0.308004535,1
13.317006802,45,0.321995464,1
13.639002267,43,0.292993197,1
13.931995464,42,0.388004535,1
14.320000000,40,0.308004535,1
14.627006802,38,0.322993197,1
14.950997732,36,0.331995464,1
15.282993197,35,0.302993197,1
15.586009070,34,0.302993197,1
15.888979591,33,0.298004535,1
16.187006802,34,0.312993197,1
16.499002267,35,0.322993197,1
16.821995464,38,0.318004535,1
17.140000000,43,0.302993197,1
17.442993197,45,0.342993197,1
17.786009070,47,0.321995464,1
18.108004535,46,0.281995464,1
18.390000000,45,0.299002267,1
18.689002267,43,0.332993197,1
19.021995464,42,0.312993197,1
19.335011337,41,0.307006802,1
19.641995464,40,0.312993197,1
19.956009070,43,0.331995464,1
20.288004535,45,0.293990929,1
20.577959183,49,0.322993197,1
20.905011337,50,0.317006802,1
21.220997732,48,0.312993197,1
21.534693877,47,0.303990929,1
21.838004535,45,0.307006802,1
22.144988662,38,0.303990929,1
22.449002267,44,0.341995464,1
22.790000000,43,0.312993197,1
23.103990929,38,0.331995464,1
23.436009070,36,0.312993197,1
23.749002267,38,0.332993197,1
24.081995464,40,0.311995464,1
24.391836734,43,0.298004535,1
24.692993197,48,0.331995464,1
25.022040816,47,0.303990929,1
25.328004535,45,0.322993197,1
25.650997732,43,0.311995464,1
25.963990929,36,0.308004535,1
26.271995464,38,0.331995464,1
26.603990929,39,0.303990929,1
26.907006802,43,0.321995464,1
27.230000000,41,0.322993197,1
27.551995464,43,0.312993197,1
27.866009070,45,0.297006802,1
28.162993197,46,0.312993197,1
28.473469387,47,0.297006802,1
28.770612244,45,0.332993197,1
29.106009070,43,0.322993197,1
29.429002267,40,0.321995464,1
29.751995464,38,0.303990929,1
30.054988662,45,0.318004535,1
30.372993197,43,0.302993197,1
30.676009070,38,0.322993197,1
30.999002267,34,0.311995464,1
31.310997732,39,0.308004535,1
31.619002267,43,0.332993197,1
31.951995464,48,0.292993197,1
32.244988662,46,0.312993197,1
32.558004535,43,0.297006802,1
32.854988662,39,0.322993197,1
33.179002267,43,0.304988662,1
33.482993197,45,0.319002267,1
33.799183673,47,0.335011337,1
34.135510204,36,0.307006802,1
34.442448979,37,0.312993197,1
34.755918367,50,0.297006802,1
35.053061224,51,0.312993197,1
35.368004535,48,0.303990929,1
35.671995464,48,0.321995464,1
35.993469387,47,0.318004535,1
36.310997732,45,0.322993197,1
36.634988662,42,0.311995464,1
36.946938775,35,0.332993197,1
37.280000000,40,0.311995464,1
37.591995464,43,0.312993197,1
37.906009070,47,0.297006802,1
38.202993197,46,0.312993197,1
38.516009070,45,0.312993197,1
38.830000000,43,0.321995464,1
39.151995464,42,0.308004535,1
39.460000000,41,0.332993197,1
39.791995464,40,0.292993197,1
40.085011337,45,0.318004535,1
40.402993197,38,0.328004535,1
40.731995464,38,0.317006802,1
41.048004535,43,0.303990929,1
41.351995464,45,0.321995464,1
41.671836734,47,0.298004535,1
41.971995464,45,0.339002267,1
42.310000000,43,0.297006802,1
42.608004535,41,0.312993197,1
42.920997732,41,0.321995464,1
43.242993197,38,0.318004535,1
43.560997732,36,0.312993197,1
43.873990929,38,0.331995464,1
44.206009070,40,0.332993197,1
44.539002267,43,0.328004535,1
44.867006802,48,0.308004535,1
45.174988662,48,0.338004535,1
45.511836734,50,0.307006802,1
45.820000000,52,0.313990929,1
46.132244897,54,0.297006802,1
46.429387755,54,0.322993197,1
46.752653061,51,0.303990929,1
47.056326530,51,0.331995464,1
47.386122448,50,0.308004535,1
47.697006802,50,0.311995464,1
48.010000000,48,0.303990929,1
48.310204081,48,0.312993197,1
48.626938775,47,0.297006802,1
48.923990929,45,0.312993197,1
49.237006802,43,0.317006802,1
49.553990929,40,0.312993197,1
49.867006802,38,0.303990929,1
50.170997732,43,0.311995464,1
50.482993197,45,0.318004535,1
50.800997732,43,0.321995464,1
51.122993197,46,0.312993197,1
51.436009070,48,0.312993197,1
51.748571428,49,0.312993197,1
52.058775510,54,0.298004535,1
52.359183673,51,0.312993197,1
52.672653061,46,0.318004535,1
52.990000000,43,0.302993197,1
53.292993197,39,0.310000000,1
53.602993197,45,0.273990929,1
