5.285714285,39,0.371428571,0.8,New Point
5.764353741,46,0.383129251,0.8,New Point
6.199727891,45,0.383129251,0.8,New Point
6.635102040,44,0.336689342,0.8,New Point
7.064671201,43,0.354104308,0.8,New Point
7.488435374,44,0.377324263,0.8,New Point
7.918004535,45,0.377324263,0.8,New Point
8.347573696,46,0.371519274,0.8,New Point
8.788752834,43,0.383129251,0.8,New Point
9.224126984,44,0.394739229,0.8,New Point
9.671111111,41,0.383129251,0.8,New Point
10.100680272,43,0.383129251,0.8,New Point
10.553469387,41,0.383129251,0.8,New Point
10.983038548,39,0.406349206,0.8,New Point
11.447437641,45,0.371519274,0.8,New Point
11.871201814,44,0.342494331,0.8,New Point
12.277551020,39,0.365714285,0.8,New Point
12.707120181,36,0.417959183,0.8,New Point
13.159909297,39,0.383129251,0.8,New Point
13.595283446,44,0.354104308,0.8,New Point
14.001632653,39,0.354104308,0.8,New Point
14.407981859,44,0.383129251,0.8,New Point
14.820136054,45,0.388934240,0.8,New Point
15.226485260,46,0.417959183,0.8,New Point
15.679274376,43,0.365714285,0.8,New Point
16.079818594,44,0.423764172,0.8,New Point
16.550022675,41,0.388934240,0.8,New Point
16.973786848,43,0.377324263,0.8,New Point
17.385941043,50,0.383129251,0.8,New Point
17.821315192,48,0.359909297,0.8,New Point
18.227664399,52,0.365714285,0.8,New Point
18.628208616,53,0.406349206,0.8,New Point
19.046167800,51,0.365714285,0.8,New Point
19.464126984,50,0.400544217,0.8,New Point
19.911111111,52,0.377324263,0.8,New Point
20.317460317,53,0.359909297,0.8,New Point
20.706394557,52,0.371519274,0.8,New Point
21.159183673,53,0.348299319,0.8,New Point
21.571337868,52,0.371519274,0.8,New Point
21.989297052,51,0.365714285,0.8,New Point
22.442086167,46,0.365714285,0.8,New Point
22.848435374,52,0.412154195,0.8,New Point
23.312834467,52,0.348299319,0.8,New Point
23.736598639,53,0.359909297,0.8,New Point
24.166167800,48,0.359909297,0.8,New Point
24.572517006,46,0.371519274,0.8,New Point
24.990476190,52,0.412154195,0.8,New Point
25.425850340,51,0.342494331,0.8,New Point
25.872834467,43,0.348299319,0.8,New Point
26.314013605,46,0.388934240,0.8,New Point
26.772607709,45,0.365714285,0.8,New Point
27.196371882,44,0.278639455,0.8,New Point
27.486621315,51,0.110294784,0.8,New Point
27.614331065,36,0.267029478,0.8,New Point
27.904580498,51,0.110294784,0.8,New Point
28.043900226,44,0.348299319,0.8,New Point
28.479274376,45,0.342494331,0.8,New Point
28.920453514,46,0.371519274,0.8,New Point
29.384852607,43,0.423764172,0.8,New Point
29.802811791,44,0.429569160,0.8,New Point
30.261405895,41,0.313469387,0.8,New Point
30.656145124,39,0.423764172,0.8,New Point
31.079909297,38,0.365714285,0.8,New Point
31.521088435,39,0.301859410,0.8,New Point
31.950657596,34,0.359909297,0.8,New Point
32.368616780,32,0.394739229,0.8,New Point
32.803990929,32,0.400544217,0.8,New Point
33.262585034,32,0.336689342,0.8,New Point
33.663129251,32,0.394739229,0.8,New Point
34.121723356,32,0.400544217,0.8,New Point
34.562902494,32,0.388934240,0.8,New Point
35.009886621,32,0.400544217,0.8,New Point
35.422040816,33,0.342494331,0.8,New Point
35.834195011,34,0.290249433,0.8,New Point
36.252154195,32,0.371519274,0.8,New Point
36.704943310,34,0.342494331,0.8,New Point
37.146122448,35,0.354104308,0.8,New Point
37.598911564,36,0.388934240,0.8,New Point
38.040090702,35,0.383129251,0.8,New Point
38.469659863,36,0.394739229,0.8,New Point
38.899229024,29,0.377324263,0.8,New Point
39.334603174,41,0.319274376,0.8,New Point
39.758367346,29,0.336689342,0.8,New Point
40.170521541,41,0.371519274,0.8,New Point
40.594285714,45,0.348299319,0.8,New Point
41.035464852,46,0.365714285,0.8,New Point
41.465034013,41,0.388934240,0.8,New Point
41.917823129,46,0.313469387,0.8,New Point
42.364807256,41,0.284444444,0.8,New Point
42.776961451,39,0.278639455,0.8,New Point
43.218140589,38,0.365714285,0.8,New Point
43.647709750,36,0.365714285,0.8,New Point
44.100498866,43,0.208979591,0.8,New Point
44.367528344,40,0.168344671,0.8,New Point
44.541678004,41,0.243809523,0.8,New Point
44.953832199,45,0.354104308,0.8,New Point
45.331156462,46,0.226394557,0.8,New Point
45.766530612,46,0.220589569,0.8,New Point
46.045170068,38,0.127709750,0.8,New Point
46.196099773,39,0.412154195,0.8,New Point
