bar,bass_pitch,beat,chord,chorus_id,form,onset,signature
1,43,1,NC,1,A1,1.1441043083900226,1/4
2,40,1,,1,,1.4129705215419501,
3,42,1,,1,,1.6557142857142857,
4,47,1,,1,,1.899297052154195,
5,37,1,,1,,2.147641723356009,
6,40,1,,1,,2.3815419501133785,
7,45,1,,1,,2.6340362811791382,
8,42,1,,1,,2.892018140589569,
9,38,1,,1,,3.155487528344671,
10,38,1,,1,,3.4035374149659865,
11,42,1,,1,,3.6724489795918367,
12,47,1,,1,,3.924920634920635,
13,48,1,,1,,4.168684807256236,
14,40,1,,1,,4.4170068027210885,
15,45,1,,1,,4.689727891156463,
16,40,1,,1,,4.947687074829932,
17,40,1,,1,,5.206643990929705,
18,38,1,,1,,5.459909297052154,
19,42,1,,1,,5.737641723356009,
20,47,1,,1,,6.0062585034013605,
21,48,1,,1,,6.249092970521542,
22,42,1,,1,,6.5081632653061225,
23,40,1,,1,,6.770521541950114,
24,45,1,,1,,7.039410430839002,
25,45,1,,1,,7.291814058956916,
26,45,1,,1,,7.539977324263038,
27,50,1,,1,,7.808820861678004,
28,45,1,,1,,8.071133786848073,
29,40,1,,1,,8.330090702947846,
30,45,1,,1,,8.59235827664399,
31,42,1,,1,,8.851292517006803,
32,37,1,,1,,9.109455782312924,
33,38,1,,1,,9.372630385487529,
34,42,1,,1,,9.630725623582766,
35,43,1,,1,,9.88408163265306,
36,47,1,,1,,10.151927437641723,
37,48,1,,1,,10.420748299319728,
38,40,1,,1,,10.688707482993197,
39,45,1,,1,,10.951791383219955,
40,37,1,,1,,11.200045351473923,
41,42,1,,1,,11.478571428571428,
42,45,1,,1,,11.721360544217687,
43,43,1,,1,,11.974829931972788,
44,47,1,,1,,12.242766439909298,
45,48,1,,1,,12.49609977324263,
46,42,1,,1,,12.734444444444444,
47,40,1,,1,,13.003197278911564,
48,45,1,,1,,13.27546485260771,
49,42,1,,1,,13.553968253968254,
50,42,1,,1,,13.802267573696145,
51,42,1,,1,,14.044829931972789,
52,47,1,,1,,14.313877551020408,
53,47,1,,1,,14.566213151927437,
54,40,1,,1,,14.835079365079364,
55,43,1,,1,,15.09297052154195,
56,44,1,,1,,15.381428571428572,
57,45,1,,1,,15.633968253968254,
58,45,1,,1,,15.902562358276644,
59,45,1,,1,,16.170544217687073,
60,43,1,,1,,16.416326530612245,
61,40,1,,1,,16.701632653061225,
62,41,1,,1,,16.960385487528345,
63,45,1,,1,,17.238979591836735,
64,37,1,,1,,17.49142857142857,
65,45,1,,1,,17.740702947845804,
66,45,1,,1,,17.983356009070295,
67,50,1,,1,,18.245668934240364,
68,47,1,,1,,18.494807256235827,
69,43,1,,1,,18.747460317460316,
70,48,1,,1,,18.996575963718822,
71,37,1,,1,,19.257142857142856,
72,37,1,,1,,19.537596371882085,
73,42,1,,1,,19.78575963718821,
74,42,1,,1,,20.049002267573695,
75,50,1,,1,,20.31673469387755,
